Article_number	Study	Autor 	Title	Journal	Year_publication	Country	ClimaticZone	Continent	Year_sampling	Sampling_method	NativeHabitat	DisturbedHabitat	FunctionalGroup	Response
8	13	"Kone, Mouhamadou; Konate, Souleymane; Yeo, Kolo; Kouassi, Philippe Kouassi; Linsenmair, K. Eduard"	Changes in ant communities along an age gradient of cocoa cultivation in the Oume region, central Cote d'Ivoire	ENTOMOLOGICAL SCIENCE	2012	Cte d?Ivoire	Tropical	Africa	2008	Leaf litter samples - Winkler/ Pitfall traps/ Monolith method/ Hand collection	Tropical and subtropical rainforest	Agroforestry	Predators	-1
8	13	"Kone, Mouhamadou; Konate, Souleymane; Yeo, Kolo; Kouassi, Philippe Kouassi; Linsenmair, K. Eduard"	Changes in ant communities along an age gradient of cocoa cultivation in the Oume region, central Cote d'Ivoire	ENTOMOLOGICAL SCIENCE	2012	Cte d?Ivoire	Tropical	Africa	2008	Leaf litter samples - Winkler/ Pitfall traps/ Monolith method/ Hand collection	Tropical and subtropical rainforest	Agroforestry	Generalists	-1
8	13	"Kone, Mouhamadou; Konate, Souleymane; Yeo, Kolo; Kouassi, Philippe Kouassi; Linsenmair, K. Eduard"	Changes in ant communities along an age gradient of cocoa cultivation in the Oume region, central Cote d'Ivoire	ENTOMOLOGICAL SCIENCE	2012	Cte d?Ivoire	Tropical	Africa	2008	Leaf litter samples - Winkler/ Pitfall traps/ Monolith method/ Hand collection	Tropical and subtropical rainforest	Agroforestry	Opportunists	1
8	13	"Kone, Mouhamadou; Konate, Souleymane; Yeo, Kolo; Kouassi, Philippe Kouassi; Linsenmair, K. Eduard"	Changes in ant communities along an age gradient of cocoa cultivation in the Oume region, central Cote d'Ivoire	ENTOMOLOGICAL SCIENCE	2012	Cte d?Ivoire	Tropical	Africa	2008	Leaf litter samples - Winkler/ Pitfall traps/ Monolith method/ Hand collection	Tropical and subtropical rainforest	Agroforestry	Arboreal	-1
8	13	"Kone, Mouhamadou; Konate, Souleymane; Yeo, Kolo; Kouassi, Philippe Kouassi; Linsenmair, K. Eduard"	Changes in ant communities along an age gradient of cocoa cultivation in the Oume region, central Cote d'Ivoire	ENTOMOLOGICAL SCIENCE	2012	Cte d?Ivoire	Tropical	Africa	2008	Leaf litter samples - Winkler/ Pitfall traps/ Monolith method/ Hand collection	Tropical and subtropical rainforest	Agroforestry	Arboreal	-1
8	14	"Kone, Mouhamadou; Konate, Souleymane; Yeo, Kolo; Kouassi, Philippe Kouassi; Linsenmair, K. Eduard"	Changes in ant communities along an age gradient of cocoa cultivation in the Oume region, central Cote d'Ivoire	ENTOMOLOGICAL SCIENCE	2012	Cte d?Ivoire	Tropical	Africa	2008	Leaf litter samples - Winkler/ Pitfall traps/ Monolith method/ Hand collection	Tropical and subtropical rainforest	Agroforestry	Predators	-1
8	14	"Kone, Mouhamadou; Konate, Souleymane; Yeo, Kolo; Kouassi, Philippe Kouassi; Linsenmair, K. Eduard"	Changes in ant communities along an age gradient of cocoa cultivation in the Oume region, central Cote d'Ivoire	ENTOMOLOGICAL SCIENCE	2012	Cte d?Ivoire	Tropical	Africa	2008	Leaf litter samples - Winkler/ Pitfall traps/ Monolith method/ Hand collection	Tropical and subtropical rainforest	Agroforestry	Predators	-1
8	14	"Kone, Mouhamadou; Konate, Souleymane; Yeo, Kolo; Kouassi, Philippe Kouassi; Linsenmair, K. Eduard"	Changes in ant communities along an age gradient of cocoa cultivation in the Oume region, central Cote d'Ivoire	ENTOMOLOGICAL SCIENCE	2012	Cte d?Ivoire	Tropical	Africa	2008	Leaf litter samples - Winkler/ Pitfall traps/ Monolith method/ Hand collection	Tropical and subtropical rainforest	Agroforestry	Generalists	-1
8	14	"Kone, Mouhamadou; Konate, Souleymane; Yeo, Kolo; Kouassi, Philippe Kouassi; Linsenmair, K. Eduard"	Changes in ant communities along an age gradient of cocoa cultivation in the Oume region, central Cote d'Ivoire	ENTOMOLOGICAL SCIENCE	2012	Cte d?Ivoire	Tropical	Africa	2008	Leaf litter samples - Winkler/ Pitfall traps/ Monolith method/ Hand collection	Tropical and subtropical rainforest	Agroforestry	Opportunists	1
8	14	"Kone, Mouhamadou; Konate, Souleymane; Yeo, Kolo; Kouassi, Philippe Kouassi; Linsenmair, K. Eduard"	Changes in ant communities along an age gradient of cocoa cultivation in the Oume region, central Cote d'Ivoire	ENTOMOLOGICAL SCIENCE	2012	Cte d?Ivoire	Tropical	Africa	2008	Leaf litter samples - Winkler/ Pitfall traps/ Monolith method/ Hand collection	Tropical and subtropical rainforest	Agroforestry	Arboreal	-1
8	14	"Kone, Mouhamadou; Konate, Souleymane; Yeo, Kolo; Kouassi, Philippe Kouassi; Linsenmair, K. Eduard"	Changes in ant communities along an age gradient of cocoa cultivation in the Oume region, central Cote d'Ivoire	ENTOMOLOGICAL SCIENCE	2012	Cte d?Ivoire	Tropical	Africa	2008	Leaf litter samples - Winkler/ Pitfall traps/ Monolith method/ Hand collection	Tropical and subtropical rainforest	Agroforestry	Arboreal	-1
8	15	"Kone, Mouhamadou; Konate, Souleymane; Yeo, Kolo; Kouassi, Philippe Kouassi; Linsenmair, K. Eduard"	Changes in ant communities along an age gradient of cocoa cultivation in the Oume region, central Cote d'Ivoire	ENTOMOLOGICAL SCIENCE	2012	Cte d?Ivoire	Tropical	Africa	2008	Leaf litter samples - Winkler/ Pitfall traps/ Monolith method/ Hand collection	Tropical and subtropical rainforest	Agroforestry	Predators	-1
8	15	"Kone, Mouhamadou; Konate, Souleymane; Yeo, Kolo; Kouassi, Philippe Kouassi; Linsenmair, K. Eduard"	Changes in ant communities along an age gradient of cocoa cultivation in the Oume region, central Cote d'Ivoire	ENTOMOLOGICAL SCIENCE	2012	Cte d?Ivoire	Tropical	Africa	2008	Leaf litter samples - Winkler/ Pitfall traps/ Monolith method/ Hand collection	Tropical and subtropical rainforest	Agroforestry	Predators	-1
8	15	"Kone, Mouhamadou; Konate, Souleymane; Yeo, Kolo; Kouassi, Philippe Kouassi; Linsenmair, K. Eduard"	Changes in ant communities along an age gradient of cocoa cultivation in the Oume region, central Cote d'Ivoire	ENTOMOLOGICAL SCIENCE	2012	Cte d?Ivoire	Tropical	Africa	2008	Leaf litter samples - Winkler/ Pitfall traps/ Monolith method/ Hand collection	Tropical and subtropical rainforest	Agroforestry	Generalists	-1
8	15	"Kone, Mouhamadou; Konate, Souleymane; Yeo, Kolo; Kouassi, Philippe Kouassi; Linsenmair, K. Eduard"	Changes in ant communities along an age gradient of cocoa cultivation in the Oume region, central Cote d'Ivoire	ENTOMOLOGICAL SCIENCE	2012	Cte d?Ivoire	Tropical	Africa	2008	Leaf litter samples - Winkler/ Pitfall traps/ Monolith method/ Hand collection	Tropical and subtropical rainforest	Agroforestry	Opportunists	1
8	15	"Kone, Mouhamadou; Konate, Souleymane; Yeo, Kolo; Kouassi, Philippe Kouassi; Linsenmair, K. Eduard"	Changes in ant communities along an age gradient of cocoa cultivation in the Oume region, central Cote d'Ivoire	ENTOMOLOGICAL SCIENCE	2012	Cte d?Ivoire	Tropical	Africa	2008	Leaf litter samples - Winkler/ Pitfall traps/ Monolith method/ Hand collection	Tropical and subtropical rainforest	Agroforestry	Arboreal	-1
8	15	"Kone, Mouhamadou; Konate, Souleymane; Yeo, Kolo; Kouassi, Philippe Kouassi; Linsenmair, K. Eduard"	Changes in ant communities along an age gradient of cocoa cultivation in the Oume region, central Cote d'Ivoire	ENTOMOLOGICAL SCIENCE	2012	Cte d?Ivoire	Tropical	Africa	2008	Leaf litter samples - Winkler/ Pitfall traps/ Monolith method/ Hand collection	Tropical and subtropical rainforest	Agroforestry	Arboreal	-1
8	16	"Kone, Mouhamadou; Konate, Souleymane; Yeo, Kolo; Kouassi, Philippe Kouassi; Linsenmair, K. Eduard"	Changes in ant communities along an age gradient of cocoa cultivation in the Oume region, central Cote d'Ivoire	ENTOMOLOGICAL SCIENCE	2012	Cte d?Ivoire	Tropical	Africa	2008	Leaf litter samples - Winkler/ Pitfall traps/ Monolith method/ Hand collection	Tropical and subtropical rainforest	Agroforestry	Predators	-1
8	16	"Kone, Mouhamadou; Konate, Souleymane; Yeo, Kolo; Kouassi, Philippe Kouassi; Linsenmair, K. Eduard"	Changes in ant communities along an age gradient of cocoa cultivation in the Oume region, central Cote d'Ivoire	ENTOMOLOGICAL SCIENCE	2012	Cte d?Ivoire	Tropical	Africa	2008	Leaf litter samples - Winkler/ Pitfall traps/ Monolith method/ Hand collection	Tropical and subtropical rainforest	Agroforestry	Predators	-1
8	16	"Kone, Mouhamadou; Konate, Souleymane; Yeo, Kolo; Kouassi, Philippe Kouassi; Linsenmair, K. Eduard"	Changes in ant communities along an age gradient of cocoa cultivation in the Oume region, central Cote d'Ivoire	ENTOMOLOGICAL SCIENCE	2012	Cte d?Ivoire	Tropical	Africa	2008	Leaf litter samples - Winkler/ Pitfall traps/ Monolith method/ Hand collection	Tropical and subtropical rainforest	Agroforestry	Generalists	1
8	16	"Kone, Mouhamadou; Konate, Souleymane; Yeo, Kolo; Kouassi, Philippe Kouassi; Linsenmair, K. Eduard"	Changes in ant communities along an age gradient of cocoa cultivation in the Oume region, central Cote d'Ivoire	ENTOMOLOGICAL SCIENCE	2012	Cte d?Ivoire	Tropical	Africa	2008	Leaf litter samples - Winkler/ Pitfall traps/ Monolith method/ Hand collection	Tropical and subtropical rainforest	Agroforestry	Opportunists	1
8	16	"Kone, Mouhamadou; Konate, Souleymane; Yeo, Kolo; Kouassi, Philippe Kouassi; Linsenmair, K. Eduard"	Changes in ant communities along an age gradient of cocoa cultivation in the Oume region, central Cote d'Ivoire	ENTOMOLOGICAL SCIENCE	2012	Cte d?Ivoire	Tropical	Africa	2008	Leaf litter samples - Winkler/ Pitfall traps/ Monolith method/ Hand collection	Tropical and subtropical rainforest	Agroforestry	Arboreal	-1
8	16	"Kone, Mouhamadou; Konate, Souleymane; Yeo, Kolo; Kouassi, Philippe Kouassi; Linsenmair, K. Eduard"	Changes in ant communities along an age gradient of cocoa cultivation in the Oume region, central Cote d'Ivoire	ENTOMOLOGICAL SCIENCE	2012	Cte d?Ivoire	Tropical	Africa	2008	Leaf litter samples - Winkler/ Pitfall traps/ Monolith method/ Hand collection	Tropical and subtropical rainforest	Agroforestry	Arboreal	1
9	17	Franklin, Kimberly	The remarkable resilience of ant assemblages following major vegetation change in an arid ecosystem	BIOLOGICAL CONSERVATION	2012	Mexico	Temperate	North America	2005, 2005 and 2007	Pitfall traps	Scrub, heath and shrublands	Pasture	Dominant Dolichoderinae	1
9	17	Franklin, Kimberly	The remarkable resilience of ant assemblages following major vegetation change in an arid ecosystem	BIOLOGICAL CONSERVATION	2012	Mexico	Temperate	North America	2005, 2005 and 2007	Pitfall traps	Scrub, heath and shrublands	Pasture	Generalized Myrmicinae	1
9	17	Franklin, Kimberly	The remarkable resilience of ant assemblages following major vegetation change in an arid ecosystem	BIOLOGICAL CONSERVATION	2012	Mexico	Temperate	North America	2005, 2005 and 2007	Pitfall traps	Scrub, heath and shrublands	Pasture	Hot-climate specialists	-1
9	17	Franklin, Kimberly	The remarkable resilience of ant assemblages following major vegetation change in an arid ecosystem	BIOLOGICAL CONSERVATION	2012	Mexico	Temperate	North America	2005, 2005 and 2007	Pitfall traps	Scrub, heath and shrublands	Pasture	Opportunists	-1
9	18	Franklin, Kimberly	The remarkable resilience of ant assemblages following major vegetation change in an arid ecosystem	BIOLOGICAL CONSERVATION	2012	Mexico	Temperate	North America	2005, 2005 and 2007	Pitfall traps	Scrub, heath and shrublands	Pasture	Dominant Dolichoderinae	-1
9	18	Franklin, Kimberly	The remarkable resilience of ant assemblages following major vegetation change in an arid ecosystem	BIOLOGICAL CONSERVATION	2012	Mexico	Temperate	North America	2005, 2005 and 2007	Pitfall traps	Scrub, heath and shrublands	Pasture	Generalized Myrmicinae	1
9	18	Franklin, Kimberly	The remarkable resilience of ant assemblages following major vegetation change in an arid ecosystem	BIOLOGICAL CONSERVATION	2012	Mexico	Temperate	North America	2005, 2005 and 2007	Pitfall traps	Scrub, heath and shrublands	Pasture	Hot-climate specialists	1
9	18	Franklin, Kimberly	The remarkable resilience of ant assemblages following major vegetation change in an arid ecosystem	BIOLOGICAL CONSERVATION	2012	Mexico	Temperate	North America	2005, 2005 and 2007	Pitfall traps	Scrub, heath and shrublands	Pasture	Opportunists	-1
9	19	Franklin, Kimberly	The remarkable resilience of ant assemblages following major vegetation change in an arid ecosystem	BIOLOGICAL CONSERVATION	2012	Mexico	Temperate	North America	2005, 2005 and 2007	Pitfall traps	Scrub, heath and shrublands	Pasture	Dominant Dolichoderinae	1
9	19	Franklin, Kimberly	The remarkable resilience of ant assemblages following major vegetation change in an arid ecosystem	BIOLOGICAL CONSERVATION	2012	Mexico	Temperate	North America	2005, 2005 and 2007	Pitfall traps	Scrub, heath and shrublands	Pasture	Generalized Myrmicinae	1
9	19	Franklin, Kimberly	The remarkable resilience of ant assemblages following major vegetation change in an arid ecosystem	BIOLOGICAL CONSERVATION	2012	Mexico	Temperate	North America	2005, 2005 and 2007	Pitfall traps	Scrub, heath and shrublands	Pasture	Hot-climate specialists	0
9	19	Franklin, Kimberly	The remarkable resilience of ant assemblages following major vegetation change in an arid ecosystem	BIOLOGICAL CONSERVATION	2012	Mexico	Temperate	North America	2005, 2005 and 2007	Pitfall traps	Scrub, heath and shrublands	Pasture	Opportunists	-1
9	20	Franklin, Kimberly	The remarkable resilience of ant assemblages following major vegetation change in an arid ecosystem	BIOLOGICAL CONSERVATION	2012	Mexico	Temperate	North America	2005, 2005 and 2007	Pitfall traps	Scrub, heath and shrublands	Pasture	Dominant Dolichoderinae	-1
9	20	Franklin, Kimberly	The remarkable resilience of ant assemblages following major vegetation change in an arid ecosystem	BIOLOGICAL CONSERVATION	2012	Mexico	Temperate	North America	2005, 2005 and 2007	Pitfall traps	Scrub, heath and shrublands	Pasture	Generalized Myrmicinae	-1
9	20	Franklin, Kimberly	The remarkable resilience of ant assemblages following major vegetation change in an arid ecosystem	BIOLOGICAL CONSERVATION	2012	Mexico	Temperate	North America	2005, 2005 and 2007	Pitfall traps	Scrub, heath and shrublands	Pasture	Hot-climate specialists	1
9	20	Franklin, Kimberly	The remarkable resilience of ant assemblages following major vegetation change in an arid ecosystem	BIOLOGICAL CONSERVATION	2012	Mexico	Temperate	North America	2005, 2005 and 2007	Pitfall traps	Scrub, heath and shrublands	Pasture	Opportunists	1
9	21	Franklin, Kimberly	The remarkable resilience of ant assemblages following major vegetation change in an arid ecosystem	BIOLOGICAL CONSERVATION	2012	Mexico	Temperate	North America	2005, 2005 and 2007	Pitfall traps	Scrub, heath and shrublands	Pasture	Dominant Dolichoderinae	-1
9	21	Franklin, Kimberly	The remarkable resilience of ant assemblages following major vegetation change in an arid ecosystem	BIOLOGICAL CONSERVATION	2012	Mexico	Temperate	North America	2005, 2005 and 2007	Pitfall traps	Scrub, heath and shrublands	Pasture	Generalized Myrmicinae	-1
9	21	Franklin, Kimberly	The remarkable resilience of ant assemblages following major vegetation change in an arid ecosystem	BIOLOGICAL CONSERVATION	2012	Mexico	Temperate	North America	2005, 2005 and 2007	Pitfall traps	Scrub, heath and shrublands	Pasture	Hot-climate specialists	1
9	21	Franklin, Kimberly	The remarkable resilience of ant assemblages following major vegetation change in an arid ecosystem	BIOLOGICAL CONSERVATION	2012	Mexico	Temperate	North America	2005, 2005 and 2007	Pitfall traps	Scrub, heath and shrublands	Pasture	Opportunists	-1
9	22	Franklin, Kimberly	The remarkable resilience of ant assemblages following major vegetation change in an arid ecosystem	BIOLOGICAL CONSERVATION	2012	Mexico	Temperate	North America	2005, 2005 and 2007	Pitfall traps	Scrub, heath and shrublands	Pasture	Dominant Dolichoderinae	-1
9	22	Franklin, Kimberly	The remarkable resilience of ant assemblages following major vegetation change in an arid ecosystem	BIOLOGICAL CONSERVATION	2012	Mexico	Temperate	North America	2005, 2005 and 2007	Pitfall traps	Scrub, heath and shrublands	Pasture	Generalized Myrmicinae	1
9	22	Franklin, Kimberly	The remarkable resilience of ant assemblages following major vegetation change in an arid ecosystem	BIOLOGICAL CONSERVATION	2012	Mexico	Temperate	North America	2005, 2005 and 2007	Pitfall traps	Scrub, heath and shrublands	Pasture	Hot-climate specialists	0
9	22	Franklin, Kimberly	The remarkable resilience of ant assemblages following major vegetation change in an arid ecosystem	BIOLOGICAL CONSERVATION	2012	Mexico	Temperate	North America	2005, 2005 and 2007	Pitfall traps	Scrub, heath and shrublands	Pasture	Opportunists	-1
9	23	Franklin, Kimberly	The remarkable resilience of ant assemblages following major vegetation change in an arid ecosystem	BIOLOGICAL CONSERVATION	2012	Mexico	Temperate	North America	2005, 2005 and 2007	Pitfall traps	Scrub, heath and shrublands	Pasture	Dominant Dolichoderinae	0
9	23	Franklin, Kimberly	The remarkable resilience of ant assemblages following major vegetation change in an arid ecosystem	BIOLOGICAL CONSERVATION	2012	Mexico	Temperate	North America	2005, 2005 and 2007	Pitfall traps	Scrub, heath and shrublands	Pasture	Generalized Myrmicinae	1
9	23	Franklin, Kimberly	The remarkable resilience of ant assemblages following major vegetation change in an arid ecosystem	BIOLOGICAL CONSERVATION	2012	Mexico	Temperate	North America	2005, 2005 and 2007	Pitfall traps	Scrub, heath and shrublands	Pasture	Hot-climate specialists	1
9	23	Franklin, Kimberly	The remarkable resilience of ant assemblages following major vegetation change in an arid ecosystem	BIOLOGICAL CONSERVATION	2012	Mexico	Temperate	North America	2005, 2005 and 2007	Pitfall traps	Scrub, heath and shrublands	Pasture	Opportunists	-1
9	24	Franklin, Kimberly	The remarkable resilience of ant assemblages following major vegetation change in an arid ecosystem	BIOLOGICAL CONSERVATION	2012	Mexico	Temperate	North America	2005, 2005 and 2007	Pitfall traps	Scrub, heath and shrublands	Pasture	Dominant Dolichoderinae	1
9	24	Franklin, Kimberly	The remarkable resilience of ant assemblages following major vegetation change in an arid ecosystem	BIOLOGICAL CONSERVATION	2012	Mexico	Temperate	North America	2005, 2005 and 2007	Pitfall traps	Scrub, heath and shrublands	Pasture	Generalized Myrmicinae	-1
9	24	Franklin, Kimberly	The remarkable resilience of ant assemblages following major vegetation change in an arid ecosystem	BIOLOGICAL CONSERVATION	2012	Mexico	Temperate	North America	2005, 2005 and 2007	Pitfall traps	Scrub, heath and shrublands	Pasture	Hot-climate specialists	1
9	24	Franklin, Kimberly	The remarkable resilience of ant assemblages following major vegetation change in an arid ecosystem	BIOLOGICAL CONSERVATION	2012	Mexico	Temperate	North America	2005, 2005 and 2007	Pitfall traps	Scrub, heath and shrublands	Pasture	Opportunists	-1
9	25	Franklin, Kimberly	The remarkable resilience of ant assemblages following major vegetation change in an arid ecosystem	BIOLOGICAL CONSERVATION	2012	Mexico	Temperate	North America	2005, 2005 and 2007	Pitfall traps	Scrub, heath and shrublands	Pasture	Dominant Dolichoderinae	1
9	25	Franklin, Kimberly	The remarkable resilience of ant assemblages following major vegetation change in an arid ecosystem	BIOLOGICAL CONSERVATION	2012	Mexico	Temperate	North America	2005, 2005 and 2007	Pitfall traps	Scrub, heath and shrublands	Pasture	Generalized Myrmicinae	-1
9	25	Franklin, Kimberly	The remarkable resilience of ant assemblages following major vegetation change in an arid ecosystem	BIOLOGICAL CONSERVATION	2012	Mexico	Temperate	North America	2005, 2005 and 2007	Pitfall traps	Scrub, heath and shrublands	Pasture	Hot-climate specialists	1
9	25	Franklin, Kimberly	The remarkable resilience of ant assemblages following major vegetation change in an arid ecosystem	BIOLOGICAL CONSERVATION	2012	Mexico	Temperate	North America	2005, 2005 and 2007	Pitfall traps	Scrub, heath and shrublands	Pasture	Opportunists	1
9	26	Franklin, Kimberly	The remarkable resilience of ant assemblages following major vegetation change in an arid ecosystem	BIOLOGICAL CONSERVATION	2012	Mexico	Temperate	North America	2005, 2005 and 2007	Pitfall traps	Scrub, heath and shrublands	Pasture	Dominant Dolichoderinae	1
9	26	Franklin, Kimberly	The remarkable resilience of ant assemblages following major vegetation change in an arid ecosystem	BIOLOGICAL CONSERVATION	2012	Mexico	Temperate	North America	2005, 2005 and 2007	Pitfall traps	Scrub, heath and shrublands	Pasture	Generalized Myrmicinae	-1
9	26	Franklin, Kimberly	The remarkable resilience of ant assemblages following major vegetation change in an arid ecosystem	BIOLOGICAL CONSERVATION	2012	Mexico	Temperate	North America	2005, 2005 and 2007	Pitfall traps	Scrub, heath and shrublands	Pasture	Hot-climate specialists	1
9	26	Franklin, Kimberly	The remarkable resilience of ant assemblages following major vegetation change in an arid ecosystem	BIOLOGICAL CONSERVATION	2012	Mexico	Temperate	North America	2005, 2005 and 2007	Pitfall traps	Scrub, heath and shrublands	Pasture	Opportunists	-1
9	27	Franklin, Kimberly	The remarkable resilience of ant assemblages following major vegetation change in an arid ecosystem	BIOLOGICAL CONSERVATION	2012	Mexico	Temperate	North America	2005, 2005 and 2007	Pitfall traps	Scrub, heath and shrublands	Pasture	Dominant Dolichoderinae	0
9	27	Franklin, Kimberly	The remarkable resilience of ant assemblages following major vegetation change in an arid ecosystem	BIOLOGICAL CONSERVATION	2012	Mexico	Temperate	North America	2005, 2005 and 2007	Pitfall traps	Scrub, heath and shrublands	Pasture	Generalized Myrmicinae	0
9	27	Franklin, Kimberly	The remarkable resilience of ant assemblages following major vegetation change in an arid ecosystem	BIOLOGICAL CONSERVATION	2012	Mexico	Temperate	North America	2005, 2005 and 2007	Pitfall traps	Scrub, heath and shrublands	Pasture	Hot-climate specialists	0
9	27	Franklin, Kimberly	The remarkable resilience of ant assemblages following major vegetation change in an arid ecosystem	BIOLOGICAL CONSERVATION	2012	Mexico	Temperate	North America	2005, 2005 and 2007	Pitfall traps	Scrub, heath and shrublands	Pasture	Opportunists	1
9	28	Franklin, Kimberly	The remarkable resilience of ant assemblages following major vegetation change in an arid ecosystem	BIOLOGICAL CONSERVATION	2012	Mexico	Temperate	North America	2005, 2005 and 2007	Pitfall traps	Scrub, heath and shrublands	Pasture	Dominant Dolichoderinae	-1
9	28	Franklin, Kimberly	The remarkable resilience of ant assemblages following major vegetation change in an arid ecosystem	BIOLOGICAL CONSERVATION	2012	Mexico	Temperate	North America	2005, 2005 and 2007	Pitfall traps	Scrub, heath and shrublands	Pasture	Generalized Myrmicinae	1
9	28	Franklin, Kimberly	The remarkable resilience of ant assemblages following major vegetation change in an arid ecosystem	BIOLOGICAL CONSERVATION	2012	Mexico	Temperate	North America	2005, 2005 and 2007	Pitfall traps	Scrub, heath and shrublands	Pasture	Hot-climate specialists	1
9	28	Franklin, Kimberly	The remarkable resilience of ant assemblages following major vegetation change in an arid ecosystem	BIOLOGICAL CONSERVATION	2012	Mexico	Temperate	North America	2005, 2005 and 2007	Pitfall traps	Scrub, heath and shrublands	Pasture	Opportunists	-1
10	29	"House, Alan P. N.; Burwell, Chris J.; Brown, Stuart D.; Walters, Belinda J."	Agricultural matrix provides modest habitat value for ants on mixed farms in eastern Australia	JOURNAL OF INSECT CONSERVATION	2012	Australia	Temperate	Oceania	2007	Pitfall traps	Woodland	Polyculture	Dominant Dolichoderinae	-1
10	29	"House, Alan P. N.; Burwell, Chris J.; Brown, Stuart D.; Walters, Belinda J."	Agricultural matrix provides modest habitat value for ants on mixed farms in eastern Australia	JOURNAL OF INSECT CONSERVATION	2012	Australia	Temperate	Oceania	2007	Pitfall traps	Woodland	Polyculture	Opportunists	1
10	29	"House, Alan P. N.; Burwell, Chris J.; Brown, Stuart D.; Walters, Belinda J."	Agricultural matrix provides modest habitat value for ants on mixed farms in eastern Australia	JOURNAL OF INSECT CONSERVATION	2012	Australia	Temperate	Oceania	2007	Pitfall traps	Woodland	Polyculture	Generalized Myrmicinae	NA
10	29	"House, Alan P. N.; Burwell, Chris J.; Brown, Stuart D.; Walters, Belinda J."	Agricultural matrix provides modest habitat value for ants on mixed farms in eastern Australia	JOURNAL OF INSECT CONSERVATION	2012	Australia	Temperate	Oceania	2007	Pitfall traps	Woodland	Polyculture	Subordinate Camponotini	NA
10	29	"House, Alan P. N.; Burwell, Chris J.; Brown, Stuart D.; Walters, Belinda J."	Agricultural matrix provides modest habitat value for ants on mixed farms in eastern Australia	JOURNAL OF INSECT CONSERVATION	2012	Australia	Temperate	Oceania	2007	Pitfall traps	Woodland	Polyculture	Hot-climate specialists	NA
10	30	"House, Alan P. N.; Burwell, Chris J.; Brown, Stuart D.; Walters, Belinda J."	Agricultural matrix provides modest habitat value for ants on mixed farms in eastern Australia	JOURNAL OF INSECT CONSERVATION	2012	Australia	Temperate	Oceania	2007	Pitfall traps	Woodland	Pasture	Dominant Dolichoderinae	-1
10	30	"House, Alan P. N.; Burwell, Chris J.; Brown, Stuart D.; Walters, Belinda J."	Agricultural matrix provides modest habitat value for ants on mixed farms in eastern Australia	JOURNAL OF INSECT CONSERVATION	2012	Australia	Temperate	Oceania	2007	Pitfall traps	Woodland	Pasture	Opportunists	1
10	30	"House, Alan P. N.; Burwell, Chris J.; Brown, Stuart D.; Walters, Belinda J."	Agricultural matrix provides modest habitat value for ants on mixed farms in eastern Australia	JOURNAL OF INSECT CONSERVATION	2012	Australia	Temperate	Oceania	2007	Pitfall traps	Woodland	Pasture	Generalized Myrmicinae	NA
10	30	"House, Alan P. N.; Burwell, Chris J.; Brown, Stuart D.; Walters, Belinda J."	Agricultural matrix provides modest habitat value for ants on mixed farms in eastern Australia	JOURNAL OF INSECT CONSERVATION	2012	Australia	Temperate	Oceania	2007	Pitfall traps	Woodland	Pasture	Subordinate Camponotini	NA
10	30	"House, Alan P. N.; Burwell, Chris J.; Brown, Stuart D.; Walters, Belinda J."	Agricultural matrix provides modest habitat value for ants on mixed farms in eastern Australia	JOURNAL OF INSECT CONSERVATION	2012	Australia	Temperate	Oceania	2007	Pitfall traps	Woodland	Pasture	Hot-climate specialists	NA
10	31	"House, Alan P. N.; Burwell, Chris J.; Brown, Stuart D.; Walters, Belinda J."	Agricultural matrix provides modest habitat value for ants on mixed farms in eastern Australia	JOURNAL OF INSECT CONSERVATION	2012	Australia	Temperate	Oceania	2007	Pitfall traps	Grassland	Polyculture	Dominant Dolichoderinae	-1
10	31	"House, Alan P. N.; Burwell, Chris J.; Brown, Stuart D.; Walters, Belinda J."	Agricultural matrix provides modest habitat value for ants on mixed farms in eastern Australia	JOURNAL OF INSECT CONSERVATION	2012	Australia	Temperate	Oceania	2007	Pitfall traps	Grassland	Polyculture	Opportunists	1
10	31	"House, Alan P. N.; Burwell, Chris J.; Brown, Stuart D.; Walters, Belinda J."	Agricultural matrix provides modest habitat value for ants on mixed farms in eastern Australia	JOURNAL OF INSECT CONSERVATION	2012	Australia	Temperate	Oceania	2007	Pitfall traps	Grassland	Polyculture	Generalized Myrmicinae	NA
10	31	"House, Alan P. N.; Burwell, Chris J.; Brown, Stuart D.; Walters, Belinda J."	Agricultural matrix provides modest habitat value for ants on mixed farms in eastern Australia	JOURNAL OF INSECT CONSERVATION	2012	Australia	Temperate	Oceania	2007	Pitfall traps	Grassland	Polyculture	Subordinate Camponotini	NA
10	31	"House, Alan P. N.; Burwell, Chris J.; Brown, Stuart D.; Walters, Belinda J."	Agricultural matrix provides modest habitat value for ants on mixed farms in eastern Australia	JOURNAL OF INSECT CONSERVATION	2012	Australia	Temperate	Oceania	2007	Pitfall traps	Grassland	Polyculture	Hot-climate specialists	-1
10	32	"House, Alan P. N.; Burwell, Chris J.; Brown, Stuart D.; Walters, Belinda J."	Agricultural matrix provides modest habitat value for ants on mixed farms in eastern Australia	JOURNAL OF INSECT CONSERVATION	2012	Australia	Temperate	Oceania	2007	Pitfall traps	Grassland	Pasture	Dominant Dolichoderinae	-1
